Título,Descripción,Duración,Enlace
El Viajero,Una lenta y tranquila noche de Nochebuena en la comisaría se convierte en un extraño horror cuando un hombre entra diciendo que quiere confesar un asesinato.,Thriller,https://pluto.tv/on-demand/movies/62ffea63362313001aaa8f3d
Estado de Fuga,Una mujer que sufre de amnesia se encuentra condenada a muerte sin recordar el crimen que cometió. El FBI le ofrece una segunda oportunidad si se somete a un experimento: implantarle los recuerdos de víctimas mortales para resolver crímenes,Thriller,https://pluto.tv/on-demand/movies/62d6ff37d7fb2b001382bc3b
Miedo Extremo,Una joven acude al psicólogo para explicarle la fobia terrible que tiene a los coches. De vuelta hacia su casa un acontecimiento la llevará a una situación en donde sus peores miedos se convierten en realidad,Thriller,https://pluto.tv/on-demand/movies/62d6deda4f12bb0013683a37
Antes que el diablo sepa que has muerto,"Cuando dos hermanos organizan el robo de la joyería de sus padres, el trabajo sale terriblemente mal, lo que desencadena una serie de eventos que los envía a ellos, a su padre y a la esposa de un hermano, a toda velocidad hacia un clímax demoledor.",Thriller,https://pluto.tv/on-demand/movies/63110c7255ecdb0013ce590a
Bordertown,Un periodista investiga una serie de asesinatos cerca de fábricas estadounidenses en la frontera de Juárez y El Paso.,Thriller,https://pluto.tv/on-demand/movies/631113866e998c0013313ef7
Möbius,"Un agente del servicio de inteligencia francés persigue por todos los medios en Mónaco a un todopoderoso corrupto del mundo de las altas finanzas, utilizando a uno de sus agentes bursátiles para ello.",Thriller,https://pluto.tv/on-demand/movies/609bf0a941fc480013277e02
Secrets at the Lake,"Un año después de que su marido y sus dos hijos fallecieran en un accidente de coche, Megan Myers alquila su casa.",Thriller,https://pluto.tv/on-demand/movies/615b13c034ee6100132bebde
Killer Contractor,"Kerry y su hija Ella regresan a casa para distribuir los bienes de su difunto padre, pero el constructor al que contratan para reparar la casa oculta una serie de oscuros y letales secretos.",Thriller,https://pluto.tv/on-demand/movies/615b13ac34ee6100132be7b3
Tierra de Nadie,El testimonio de Dean es fundamental para atrapar a una banda de traficantes. Su amigo Hank trata de que este testimonio no llegue al FBI por lo cual contrata a Mónica para persuadirlo. Dean y Mónica se enamoran con lo cual tendrán que huir de Hank.,Thriller,https://pluto.tv/on-demand/movies/6283a5fde6e53d0013666ba6
The Perfect Cheerleader,"Una estudiante de primer año de la universidad, que acaba de formar parte del equipo de animadoras, se enamora de un hombre mucho mayor.",Thriller,https://pluto.tv/on-demand/movies/615b13bb34ee6100132beae4
Isla Canibal,"Tras naufragar el barco, un grupo de amigos llega a una tenebrosa isla. Lo que en un principio parecían unas idílicas vacaciones se acabará convirtiendo en una angustiosa lucha por la supervivencia ante unos caníbales.",Thriller,https://pluto.tv/on-demand/movies/62bcac76c7b29600144c1a9a
Obsesión del pasado,Elizabeth y Mike viven un romance en la universidad y deciden ir a la ciudad del joven para presentarla. Es entonces cuando el joven descubre que su amor de la escuela secundaria Shelby ha desarrollado una malsana obsesión con él,Thriller,https://pluto.tv/on-demand/movies/62bf0d613071460013d6c9bd
Hindsight,"Inesperadamente embarazadas y sin medios para criar a un hijo, Dina y Ronnie deciden vender a su bebé por nacer a través de Internet. Su plan comienza a desmoronarse cuando la pareja que han elegido, Paul y Maria, resulta que tienen una agenda propia.",Thriller,https://pluto.tv/on-demand/movies/60256e60dec59000136bc797
Crimen Paranormal,Una pareja que está de viaje en coche a Las Vegas rescata a un misterioso superviviente de un aparente atropello. Pero su decisión de recoger al hombre acabarán lamentándola cuando este les obligue a hacer lo impensable,Thriller,https://pluto.tv/on-demand/movies/62cc47d575b9dc0013c81573
Abandonada,"Mary lleva a su novio Kevin a una operación rutinaria. Cuando la joven se da cuenta de que se ha dejado su Black Berry en casa con información importante para su trabajo, va a buscarlo. Al volver al hospital, Kevin ya no está.",Thriller,https://pluto.tv/on-demand/movies/62c8a3485c70310013c8c94d
Selección natural,"El chico nuevo, un tímido estudiante de último año de secundaria, se ve atormentado por todos sus compañeros excepto uno, pero su nuevo amigo tiene una perspectiva oscura y contagiosa.",1hr 41 min,https://pluto.tv/on-demand/movies/62b2258c2fbef4001388a822
El Asistente,Ray Shawn sale de prisión y pronto se da cuenta de que la vida tras las rejas puede haber sido mucho más fácil que lo que tiene que enfrentar como asistente de uno de los magnates de los medios más grandes del país.,Thriller,https://pluto.tv/on-demand/movies/627c0a2a55812e0013ede18a
El proyecto de la bruja de Blair (The Blair Witch Project),"Un trío de jóvenes estudiantes de cine se dirigen a los bosques del este de Maryland para filmar un documental sobre la leyenda local de la Bruja de Blair. Cuando se pierden, se dan cuenta de que no están filmando una leyenda.",1hr 21 min,https://pluto.tv/on-demand/movies/66c4a86c2cb3a0001361956b
El Hombre del Saco,"Tres hermanos descubren un mito local sobre el ""hombre de los sacos"" vinculado a las recientes desapariciones de niños en su nueva pequeña ciudad.",1hr 32 min,https://pluto.tv/on-demand/movies/66ab9bea970093001349c780
La Maldición,"Hana pasa veinte años reprimiendo una maldición maléfica que se colocó sobre su línea de sangre, solo para que un miembro de la familia la libere a sabiendas y la obligue a matar o ser asesinada.",1hr 24 min,https://pluto.tv/on-demand/movies/666c6ea2fe060c00137ec10a
Maggie,"Maggie, una adolescente de dieciséis años que vive junto a su familia en una pequeña granja en Estados Unidos. Un virus aterrador se está extendiendo sin que exista posibilidad alguna de frenarlo y desgraciadamente, Maggie termina infectada.",1hr 35 min,https://pluto.tv/on-demand/movies/60e4702c83c54e001398a9d6
Dead Rising: Endgame,El reportero de investigación Chase Carter se queda sin tiempo para detener una conspiración del gobierno que quiere poner fin a la amenaza de los muertos vivientes de una manera que también terminará con la vida de millones de inocentes.,1hr 36 min,https://pluto.tv/on-demand/movies/5f9af2a7397eee001abb2615
El Bebé de Rosemary,"La historia de una joven pareja que espera su primer bebé. Como casi todas las primerizas, Rosemary se siente confundida. Su marido, un actor ambicioso pero sin éxito, hace un pacto con el diablo que promete llevar su carrera a la fama.",2hr 16 min,https://pluto.tv/on-demand/movies/5e5d43d34698db001ab20bcf
Demencia,"Una nueva versión del video de 1982 ""Unhinged"". Cuatro mejores amigas deciden hacer un viaje por las carreteras secundarias de Inglaterra, cuando, en su camino, un secreto mortal obliga a las chicas a quedar atrapadas en el bosque.",1hr 34 min,https://pluto.tv/on-demand/movies/602ec31a558c290014f90a76
Eloise,"Cuatro amigos irrumpen en una vieja institución psiquiátrica buscando un certificado de defunción, pues uno de ellos necesita reclamar una herencia.",1hr 32 min,https://pluto.tv/on-demand/movies/5e6a42cee2fa10001becd4d6
Dulce venganza,"Este remake del clásico de 1978 del mismo nombre, cuenta la historia de una mujer que es brutalmente violada y asaltada por cuatro hombres, sobrevive, y toma la ley en sus propias manos buscando venganza contra sus atacantes.",1hr 48 min,https://pluto.tv/on-demand/movies/6553cabe8026ff001a7494c4
Cuando El Diablo Llama,"Un padre se muda a una nueva casa con su hijo y su novia. Cuando está fuera de la ciudad trabajando, el hijo hace un nuevo amigo en la casa de al lado.",1hr 27 min,https://pluto.tv/on-demand/movies/65d38d56038f370013ad7962
Fantasmas de Guerra,Cinco soldados estadounidenses asignados para ocupar un castillo francés cerca del final de la Segunda Guerra Mundial.,1hr 35 min,https://pluto.tv/on-demand/movies/65c3911e1ffdb000139e05ff
Shark Lake,"Meredith es una joven madre y agente de la localidad de Lake Tahoe. Cuando diversos ataques de tiburones desatan el pánico en la ciudad, la joven y un experto en escualos deciden investigar los extraños incidentes.",Thriller,https://pluto.tv/on-demand/movies/5fad4a6d8b78ef001aa27a0d
La Oscuridad,"En el invierno británico de 1974, los mineros se declaran en huelga y dejan el país a oscuras. Una joven enfermera, se ve obligada a trabajar en el turno de noche en un hospital en ruinas. Allí deberá enfrentarse a su propio pasado traumático.",1hr 32 min,https://pluto.tv/on-demand/movies/65d643ff794da500142a40c1
La casa del demonio,Un psicólogo y un oficial de policía investigan las muertes de cinco personas que fallecieron al intentar invocar a unos espíritus.,1hr 23 min,https://pluto.tv/on-demand/movies/60a529f606e9520016477a06
Anabel,"Tras la marcha, en circunstancias algo turbias, de Anabel, sus dos compañeras de piso deben buscar a alguien más con quien compartir el alquiler",1hr 11 min,https://pluto.tv/on-demand/movies/65d4f3e29255690013921a76
Rehenes,"El desmoronado matrimonio de Emma y Henry se pone a prueba en un apartamento apartado, cuando son tomados como rehenes por una voz invisible que controla todos sus movimientos.",1hr 33 min,https://pluto.tv/on-demand/movies/65d4c14fea323e0013fca22a
Mi Muerte,Una pareja debe descubrir el misterio detrás de un extraño video que muestra a uno de ellos matando al otro durante una noche de la que no tienen memoria.,1hr 34 min,https://pluto.tv/on-demand/movies/65cfaf4c8cea3c00138a562d
REC,Una reportera de televisión y un camarógrafo siguen a los trabajadores de emergencia a un oscuro edificio de apartamentos y rápidamente se encierran con algo aterrador.,1hr 18 min,https://pluto.tv/on-demand/movies/5e0a2bf5be8fa6764e877060
Ten cuidado a quien llamas,Seis amigos atraen la atención de una presencia demoníaca durante una sesión en línea y comienzan a notar sucesos extraños en sus hogares.,56 min,https://pluto.tv/on-demand/movies/64ff28b588887a0013116ff0
Ecos Mortales 2,"Después de arriesgar su vida por su país, Ted Cogan regresa a casa desde Irak. Pero cuando imágenes de pesadilla comienzan a atormentar al soldado, se da cuenta de que sus heridas de batalla son más profundas de lo que pensaba y con un recuerdo inesperado",1 Temporada disponible,https://pluto.tv/on-demand/series/655e1d14620638001373e30e/episode/655e1d15620638001373e335
Oscuros Secretos Del Colegio,"Camille, una joven que llega a la Academia Fairfield tras la muerte violenta y prematura de uno de los estudiantes.",1hr 32 min,https://pluto.tv/on-demand/movies/65c39284a40ff70013e38930
Final Girl,"Veronica está entrenando para ser una asesina y un grupo de chicos que la llevan al bosque con intenciones de asesinarla a ella, se encuentran con esta sorpresa. Serán ellos su presa.",Thriller,https://pluto.tv/on-demand/movies/61b36fcc4b12ef001492a5f7
It Comes at Night,Una joven que intenta restaurar un molino abandonado en una zona remota pronto descubre que el lugar alberga una criatura peligrosa.,Thrillers,https://pluto.tv/on-demand/movies/653bdbc9939c4b001ad97564
Blair Witch,"Un grupo de estudiantes se aventura en el bosque de Black Hills, en Maryland, para descubrir los misterios que rodean la desaparición de la hermana de James, no piense que ella está ligada a la leyenda de la bruja de Blair",1hr 29 min,https://pluto.tv/on-demand/movies/6553c2493e6938001a0f07f3
Donde habita el diablo,"Unos aspirantes a director de cine ponen un anuncio buscando monstruos reales. Tres personas responden. Los cineastas descubrirán demasiado tarde al peligro al que se han expuesto al convocar a un vampiro, una bestia humana y un demonio.",1hr 38 min,https://pluto.tv/on-demand/movies/64ff28a588887a0013116c1a
Patrick LATAM,"Patrick es un chico que se encuentra en coma en un pequeño hospital privado. Cuando una joven y bella enfermera recién separada de su marido comienza a trabajar en el hospital, él intentará comunicarse con ella.",1hr 35 min,https://pluto.tv/on-demand/movies/6324c0aab50ad10013b8d17d
Contaminados,Seis amigos de la universidad se encuentran para una escapada de fin de semana donde acaban luchando por su vida después de que un ataque terrorista convierta a los residentes locales en zombies.,1hr 32 min,https://pluto.tv/on-demand/movies/64d3c1e72daa2c00137d2715
The Summoning,Un grupo de personas da vida a un espíritu maligno que era mejor dejar intacto.,1hr 39 min,https://pluto.tv/on-demand/movies/64e51801177f700013a67354
A Haunting in Texas,"Jack y Amanda Harms todavía están de luto por el fallecimiento de su pequeña hija. Intentando comenzar de nuevo, los dos se mudan a una casa apartada, solo para descubrir que los pecados de su pasado han regresado para atormentarlos.",1hr 55 min,https://pluto.tv/on-demand/movies/64e4d8b2a5aa6e0013efd1af
Vulnerables,"Tras dar a luz prematuramente, Carla se ve obligada a trasladarse con su hijo a un lugar abandonado en el austero y misterioso paisaje manchego. Una amenaza inesperada la llevará a una situación aterradora, mucho más allá de lo imaginable.",1hr 22 min,https://pluto.tv/on-demand/movies/64bee704aab4dc00139e8a29
El Atrapa Sueños,"La película se centra en dos hermanas separadas que, junto con sus amigas, se atrincheran en un torbellino de violencia de 48 horas después de una experiencia traumática en un festival de música underground.",1hr 48 min,https://pluto.tv/on-demand/movies/6475fe93eead4c001b790f92
Los hijos del diablo,"Adam y Clare, un matrimonio con un bebé, se trasladan a una casa en el campo. Pero su nuevo hogar está en una zona habitada por antiguos espíritus que se enfurecen cuando alguien se adentra en sus tierras. Ganadora de 8 premios internacionales.",1hr 36 min,https://pluto.tv/on-demand/movies/649c888712c80e0013cd1cd9
Los rostros del diablo,"El horror coreano en su máxima expresión. Cuando un demonio que puede transformarse en humano invade a los Kang-gu, el deshonrado sacerdote exorcista de la familia debe realizar un último exorcismo o quedarse en el pasado y fallar como la última vez.",1hr 53 min,https://pluto.tv/on-demand/movies/649c888312c80e0013cd1c38
Malasaña 32,"En los años 70, una familia se traslada a Madrid en busca del sueño de la gran ciudad. En el nuevo hogar, descubrirán que no están solos. Basado en una historia real.",1hr 45 min,https://pluto.tv/on-demand/movies/649c887b12c80e0013cd1afe
Cujo,"Mientras Donna y Vic Trenton luchan para salvar tambaleante su matrimonio, su hijo Tad se hace amigo del adorable San Bernardo de 90 kilos de su mecánico.",1hr 33 min,https://pluto.tv/on-demand/movies/5e9f000457d2e0001a099941
Malévola,Un campamento de verano se convierte en una pesadilla para tres estudiantes de secundaria cuando se desencadena una serie de eventos paranormales.,Thriller,https://pluto.tv/on-demand/movies/63cee30f1fdb9b00131dad44
V/H/S,"Un grupo de delincuentes es contratado para recuperar una cinta de vídeo. Mientras buscan la cinta correcta entre montones de cintas VHS, se topan con un número aparentemente interminable de vídeos espeluznantes, cada uno más extraño que el anterior.",1hr 56 min,https://pluto.tv/on-demand/movies/6408c789183a54001344c2e2
The Dark Tapes,"Una mezcla de terror, ciencia ficción, mitos, misterio y suspenso, contada en cuatro relatos interconectados. Fantasmas, espíritus, criaturas, demonios y mucho más del mundo paranormal chocan con la curiosidad racional.",1hr 38 min,https://pluto.tv/on-demand/movies/6408ab89e9c66300131f8cc9
El ascenso de la momia,"Un grupo de estudiantes de arqueología despierta una momia antigua. Después de quedar atrapados en un bucle de tiempo, la única forma en que pueden escapar es derrotar a la momia.",1hr 27 min,https://pluto.tv/on-demand/movies/60ba3cf3d782df0013eea175
60 minutos para morir,"Seis amigos prueban su inteligencia en una sala de escape. Lo que comenzó como una actividad divertida toma un giro oscuro y ahora tienen una hora para resolver las pistas, o se van a morir. Necesitarán todo su instinto de supervivencia.",1hr 30 min,https://pluto.tv/on-demand/movies/63d414b3200a67001367009e
Little Witches,Seis chicas en una escuela secundaria católica se mezclan con el ocultismo después de que se descubre un templo satánico debajo de la iglesia local.,1hr 31 min,https://pluto.tv/on-demand/movies/639b44818ffdc40013e67002
Conjuring the Genie,"Morgan y sus amigos despiertan a un genio demoníaco de un amuleto. Solo después de que a cada persona se le concede un deseo, se dan cuenta de que sus deseos tienen consecuencias mortales.",1hr 31 min,https://pluto.tv/on-demand/movies/6352e0f2cba1290014dc2628
Fugitivo,"Mientras está en un hospital mental una de las estudiantes de psicología Abby, tiene un encuentro escalofriante con un paciente de alto riesgo, Harmon. Más tarde, Harmon escapa del hospital dejando un rastro de muerte, y en busca de Abby",1hr 37 min,https://pluto.tv/on-demand/movies/62d835a15c70310013ce7db3
Criaturas Nocturnas,"Dylan Dog, un antiguo agente de Scotland Yard, trabaja como detective privado especializado en la investigación de fenómenos paranormales.",1hr 48 min,https://pluto.tv/on-demand/movies/62cc682518de52001378c713
Área 51,"Tres teóricos de la conspiración intentan descubrir los misterios del Área 51, la locación ultrasecreta del gobierno donde se rumorea que han habido varios encuentros con alienígenas. Lo que encuentran ahí expone secretos horribles e inimaginables.",1hr 31 min,https://pluto.tv/on-demand/movies/62f524136df8ae001a02847c
Amityville: El despertar,"Una madre soltera desesperada se muda con sus tres hijos a la notoria casa real de Amityville, supuestamente embrujada, para tratar de usar sus poderes oscuros para curar a su hijo en coma. Las cosas van terriblemente mal.",1hr 27 min,https://pluto.tv/on-demand/movies/63110f48d1f9a40013b7d3e3
Apartamento 1303,"Una joven se muda a su nuevo apartamento, y mientras desempaca sus cosas, siente la presencia de alguien, lo que la lleva a pensar que no esta sola en la habitación, algo terrible vive en el apartamento 1303.",1hr 25 min,https://pluto.tv/on-demand/movies/60918729c14fe70013ba8b92
Brujas de Amityville,Las Belle Witches tienen que volver a utilizar sus talentos mágicos para disuadir al malvado Dominique Marcom de intentar traer al demonio Botis al mundo.,1hr 31 min,https://pluto.tv/on-demand/movies/628cfe4b3260a80013150725
Camp Hell,"Al final de cada verano, los niños de una comunidad cristiana de un suburbio de Nueva Jersey asisten a Camp Hope. Viajan a las profundidades del bosque lejos de las distracciones que ofrece el mundo.",1hr 39 min,https://pluto.tv/on-demand/movies/62bb03c63434e300134f72b6
Trunk,"Megan Johnson, una hermosa madre soltera de veintitantos años, con mucho en su plato, es secuestrada y encarcelada por un asesino en serie en la cajuela de su auto.",1hr 29 min,https://pluto.tv/on-demand/movies/62bb1fe70660b8001379a204
Perdidos en la Noche,"La película es un intenso terror psicológico sobre la lucha de una pareja por sobrevivir una noche. Allanamiento de morada, pero dentro del coche.",1hr 25 min,https://pluto.tv/on-demand/movies/628251215bbb230014bd5a4d
Juegos Peligrosos,"Madre soltera en tiempos difíciles, le ofrecen un trabajo en un verdadero espectáculo de terror, con una promesa de un millón de dólares al ganador.",1hr 25 min,https://pluto.tv/on-demand/movies/5fda40b0aabcdd001aaf470a
La Noche del Fantasma,"Una adolescente es la única integrante de su familia en darse cuenta que todos ellos están reviviendo los mismos eventos, repetidamente, de un día con neblina de 1986.",1hr 37 min,https://pluto.tv/on-demand/movies/609bf0a741fc480013277dc8
Obsesionada,"Una madre en duelo se obsesiona con una desconocida que cree que es su hija, quien desapareció cuando era pequeña hace 20 años y nunca la encontraron.",Thriller,https://pluto.tv/on-demand/movies/66991bad61ac500014a78efa
Encuentro Fatal,"El inesperado reencuentro entre una psiquiatra y su amor de la infancia toma un giro oscuro cuando él se convierte en sospechoso en la investigación de un asesinato. Convencida de su inocencia, decide huir con él, dejando atrás a su familia y su trabajo.",Thriller,https://pluto.tv/on-demand/movies/66991bb161ac500014a7900a
77 Oportunidades,"Jason Shaw siempre ha soñado con ser fotógrafo profesional, pero desde la muerte de su madre, su sueño ha quedado en suspenso y está luchando por encontrarle sentido a su vida. Una fatídica noche conoce a la chica de sus sueños.",1hr 29 min,https://pluto.tv/on-demand/movies/66a923242fca0600132c3608
Enfrentando a Alí,"¿Cómo se siente enfrentar al luchador más famoso del mundo? Muhammad Ali, tres veces campeón mundial de peso pesado, derrotó a casi todos los luchadores principales en la edad dorada del boxeo.",1hr 41 min,https://pluto.tv/on-demand/movies/66c4acb36134930013083301
La Música del Silencio,"Biopic sobre el tenor y músico italiano Andrea Bocelli. A pesar de haber nacido con un grave problema de vista que finalizará en ceguera, Bocelli supera todo tipo de obstáculos, guiado por grandes ambiciones hacia su pasión, la música.",1hr 55 min,https://pluto.tv/on-demand/movies/66a7d74e94a184001329daf1
Los Acordes de la Vida,"Kyle lidia con la paternidad en medio de una batalla por la custodia, lo que lo lleva a un viaje de redención y perdón.",1hr 29 min,https://pluto.tv/on-demand/movies/66a907142fca06001326934d
En El Ritmo de La Vida,"Un drag queen novato, tambaleándose por una ruptura, escapa al campo, donde encuentra a su abuela en fuerte declive pero desesperada por evitar el hogar de ancianos local.",1hr 29 min,https://pluto.tv/on-demand/movies/666c6d39626cfe00136f48a0
La Partición,"Después de la muerte de su padre, un neoyorquino regresa a Cape Cod para preparar la casa de su infancia para la venta. Con el novio de su padre todavía viviendo allí, chocan y negocian cómo recordar al hombre que ambos amaban.",1hr 43 min,https://pluto.tv/on-demand/movies/666c79e46ae03e001317ca1c
10.000 KM,"Alex y Sergi, una sólida pareja de Barcelona, acaricia la idea de tener un hijo, pero, inesperadamente, Alex consigue una beca de un año en Los Ángeles, lo que supondría un año de relación a 10.000 Km de distancia.",1hr 42 min,https://pluto.tv/on-demand/movies/63d16e23163e910013fae74d
Un hombre bueno,"John Halder, un profesor alemán de literatura en los años treinta, se niega a aceptar las iadeas del nazismo. Pero su relación con su familia lo lleva por diferentes direcciones emocionales.",1hr 36 min,https://pluto.tv/on-demand/movies/604b91c1b2b870001a05ecd5
30 y viviendo en casa,Un perdedor de treinta años encuentra su verdadero destino al tiempo que ayuda a su hermano a vigilar a su esposa –quien posiblemente lo engaña- en esta nada convencional comedia acerca del destino y la familia.,1hr 23 min,https://pluto.tv/on-demand/movies/62f523ea6df8ae001a027dda
Amores Peligrosos,"A comienzos de los años setenta, el periodista Ward Jansen regresa a su pueblo natal en Florida para investigar el caso de Hillary Van Wetter , un hombre que ha sido condenado a muerte por haber matado en 1969 a un corrupto sheriff local",Thriller,https://pluto.tv/on-demand/movies/5ee3a27a75082b001a88fc57
Ginger & Rosa,"De la aclamada directora Sally Potter viene un elenco (Annette Bening, Christina Hendricks & Oliver Platt) que cuenta la historia dos mejores amigos (Elle Fanning & Alice Englert).",1hr 30 min,https://pluto.tv/on-demand/movies/65bba3e55884b40013de06cc
The Player,Un evaluador de guiones de estudio se burla de un escritor al no aceptar su guión. El escritor le envía postales amenazantes.,1hr 57 min,https://pluto.tv/on-demand/movies/6512db86a78f0d001a013350
Charlatan,"Esta es la sorprendente historia de un hombre que tiene una habilidad inusual, pero que se encuentra en el escenario totalitario y opresivo de la década de 1950 y sufre las consecuencias de esto.",1hr 58 min,https://pluto.tv/on-demand/movies/6474b171274ca8001a43eebb
La Estafa,"Clifford Irving vende la biografía falsa de Howard Hughes a una editorial a principios de los años setenta, lo que provoca un frenesí fantástico en los medios.",1hr 56 min,https://pluto.tv/on-demand/movies/604b91d9b2b870001a05eed0
Para Chicas de Color,"El cineasta Tyler Perry adapta este trabajo emblemático a la gran pantalla, integrando el vívido lenguaje de los poemas de Ntozake Shange en una narrativa contemporánea que explora lo que significa ser una mujer de color, cualquier color, en este mundo.",2hr 13 min,https://pluto.tv/on-demand/movies/65c52f025884b4001321a02a
El Pacto,"La intensa amistad entre Karen Blixen, la autora danesa más conocida por su novela autobiográfica ""Fuera de África"", y Thorkild Bjørnvig, una poetisa joven y prometedora.",1hr 55 min,https://pluto.tv/on-demand/movies/65d62512ea323e00130e734c
Otro Día Feliz,"Una mujer frágil intenta estrechar los lazos con su hijo en su boda, la cual se celebra en casa de su exesposo, pero esto sólo sirve para exponer verdades dolorosas y un secreto de familia.",1hr 58 min,https://pluto.tv/on-demand/movies/5f11bcd5efe562001368eb15
El Rescate de una Vida,"Un vagabundo gentil y destrozado es obligado por dos adolescentes a luchar contra otros hombres por dinero, pero pronto encuentra consuelo en un inesperado amigo y en el diario perdido de una joven.",1 Temporada disponible,https://pluto.tv/on-demand/series/5e0e6044a6cb7ab300589a8b/episode/5e0e6046a6cb7ab300589a93
Promised Land,"Danny, Davey y Mary eran mejores amigos en la secundaria, compartían grandes sueños y altas espectativas, pero descubren que el futuro les depara muchas sorpresas y nada está asegurado.",1hr 42 min,https://pluto.tv/on-demand/movies/65cfb23d03625d001338c9c5
El incomprendido,"Al trabajar en problemas derivados de su pasado, Tom Warshaw, un artista estadounidense que vive en París, comienza a descubrir quién es realmente y regresa a su casa para reconciliarse con su familia y amigos.",1hr 37 min,https://pluto.tv/on-demand/movies/60ca4315d67d6200131c3909
Champions,"Cinco historias reales de victorias de atletas rusos. Todas las victorias son historias humanas, donde el amor, la traición, la amistad, el respeto, el trabajo y la fe se entrelazan en una sola. Historias sobre creer en uno mismo, creer en la victoria.",1hr 38 min,https://pluto.tv/on-demand/movies/65cd097a70ac440013e72c0f
TAMING ANDREW,"Cuando su hijo secuestrado finalmente regresa a casa después de cinco años, Ann Richter siente que sus oraciones han sido contestadas. Pero su pesadilla está lejos de terminar cuando se enfrenta con el trauma emocional y mental que su hijo ha sufrido.",Thriller,https://pluto.tv/on-demand/movies/65cf7ca9794da50014d5027a
Pan Cielo,"Lilli y Annibale, una pareja de sin techo, encuentran un bebé en un contenedor. Llevan al bebé al hospital infantil más cercano, pero una vez allí viven una situación surrealista: ninguno de los médicos o enfermeras puede ver al niño.",1hr 40 min,https://pluto.tv/on-demand/movies/65ce29ce3d3e45001438cc23
Eve's Bayou,"Loius Bastiste, el médico local de la ciudad que trata muy bien a sus pacientes, es un padre cariñoso y un marido infiel.",1hr 48 min,https://pluto.tv/on-demand/movies/65c51ae8a40ff70013eb47f7
Los Niños de China,"Durante la invasión japonesa de China en 1937, George Hogg, un joven periodista británico, tratará con la ayuda de una enfermera australiana de salvar a un grupo de huérfanos.",2hr 5 min,https://pluto.tv/on-demand/movies/60d620c189632c0013eaefc9
Decisión Final,"El día de la Reunión Anual de Selección de Jugadores de la NFL, el director general Sonny Weaver (Kevin Costner) tiene la oportunidad de salvar el fútbol en Cleaveland al elegir al jugador número uno para su equipo.",1hr 50 min,https://pluto.tv/on-demand/movies/65c530fbd22ce5001432d50b
Potencia Sin Límites,El viaje de un padre para ayudar a su hijo ciego y en silla de ruedas a superar obstáculos imposibles y permitir que el mundo vea el potencial que Dios le ha dado.,1hr 34 min,https://pluto.tv/on-demand/movies/65c3ad3d1ffdb000139e3e68
Cosas Descartadas,"Cuando la tragedia trastorna la vida de la estimada profesora de música Grace Wyatt, es expulsada de su lujoso mundo académico y llevada a la dura realidad de enseñar a jóvenes en riesgo.",1hr 47 min,https://pluto.tv/on-demand/movies/65c38fbf04045f00135dbed6
"Peligro Cercano, La Batalla de Long Tan","En 1966, el mayor Harry Smith y su compañía de soldados australianos y neozelandeses se enfrentan a enormes probabilidades de sobrevivir a los ataques del Vietcong y las tropas norvietnamitas en la plantación Long Tan, en Vietnam del Sur.",1hr 58 min,https://pluto.tv/on-demand/movies/65c38fb704045f00135dbc09
Poder Más Allá de La Vida,"Dan Millman es un joven deportista de éxito y campeón olímpico que lo tiene todo: fama, fortuna y chicas. Pero su vida dará un vuelco cuando, un día, conoce en una gasolinera a un extraño hombre que le enseñará nuevos mundos de fuerza y entendimiento...",2hr 1 min,https://pluto.tv/on-demand/movies/6581a1e3d40ef300131b222e
La Guerra de Anna,"Una niña de seis años llamada Anna ve cómo su familia es asesinada en una ejecución masiva de judíos. Por algún milagro, sobrevive y pasa los siguientes cientos de días escondida en la chimenea en desuso de un comandante.",1hr 14 min,https://pluto.tv/on-demand/movies/656f49016206380013ef37ef
No Dispare,"A los 9 años, David perdió a sus padres y a su hermana en una masacre en una tienda y ahora tiene que vivir con sus abuelos. Su abuelo tiene la tarea casi imposible de dar a David una nueva perspectiva de la vida, del futuro.",2hr 19 min,https://pluto.tv/on-demand/movies/656f466224664a001350cc75
Jobs,"En 1976, Steve Jobs, que había dejado de estudiar, pone en marcha un nuevo proyecto junto a su colega Steve Wozniak. Desde el garaje de los padres de Jobs, ambos revolucionarán el mundo con la invención de la computadora Apple.",1 Temporada disponible,https://pluto.tv/on-demand/series/5eb171b0d6ea50001a3153f3/episode/5eb171b1d6ea50001a3153f9
Mi nombre es Sara,"Basada en hechos reales, MI NOMBRE ES SARA lleva al cine la vida de Sara Góralnik, una judía polaca cuya familia entera fue asesinada por los nazis cuando ella sólo tenía 13 años.",1hr 51 min,https://pluto.tv/on-demand/movies/656f436421ca0c0013ebe42b
Una Historia de Amor y Oscuridad,"La historia del escritor Amos Oz, nacido en Palestina y criado en la posguerra por un padre amante de la literatura y una madre polaca que huyó del antisemitismo. Amos Oz trató de llegar a un acuerdo pacífico entre Israel y Palestina.",1hr 38 min,https://pluto.tv/on-demand/movies/5f80695d740902001a94b373
"Goodbye, Butterfly","Después del asesinato de su hija, el padre de familia Ryan Olsen se convence de que el bicho raro de la calle es culpable. Pero cuando la policía ignora sus sospechas, Ryan debe decidir hasta dónde está dispuesto a llegar para encontrar la verdad.",1hr 39 min,https://pluto.tv/on-demand/movies/656f340c1311360013afe9b1
